asOfDate,2yrSwap,10yrSwap,SwapVol,Coupon
12/21/2011,0.738456,2.124525,104.002096,3.10621
12/20/2011,0.735364,2.096288,104.350569,3.06827
12/19/2011,0.734772,2.001756,103.3693139,2.98945
12/16/2011,0.720063,2.02374,104.9128934,3.00104
12/15/2011,0.715616,2.070704,104.3366955,3.05125
12/14/2011,0.721279,2.04544,105.5692794,3.0099
12/13/2011,0.685581,2.10525,106.11016,3.0836
12/12/2011,0.669411,2.150709,106.8317501,3.12819
12/9/2011,0.641305,2.169854,107.0191094,3.13669
12/8/2011,0.63711,2.099653,105.9955092,3.05821
12/7/2011,0.655269,2.144395,104.8249491,3.09012
12/6/2011,0.686036,2.226143,105.9135081,3.17019
12/5/2011,0.686634,2.197604,106.8664545,3.15649
12/2/2011,0.699042,2.21705,107.7173483,3.14293
12/1/2011,0.674262,2.270685,108.1850203,3.20921
11/30/2011,0.659695,2.202945,108.2598044,3.17702
11/29/2011,0.77271,2.170055,109.5251034,3.18161
11/28/2011,0.800351,2.151468,109.7544311,3.1879
11/25/2011,0.810005,2.146128,109.4374311,3.22263
11/23/2011,0.801951,2.083334,109.8084127,3.14517
11/22/2011,0.774246,2.121887,109.8744394,3.14417
11/21/2011,0.800692,2.148859,109.7760218,3.17668
11/18/2011,0.771889,2.172105,109.6121266,3.21334
11/17/2011,0.792059,2.150963,109.3874484,3.1637
11/16/2011,0.743288,2.219233,109.22822,3.20144
11/15/2011,0.70423,2.247476,108.4921151,3.21924
11/14/2011,0.703684,2.233568,108.7705818,3.19328
11/10/2011,0.673367,2.221865,108.9157764,3.19683
11/9/2011,0.641599,2.150064,108.3899176,3.14083
11/8/2011,0.60006,2.223524,107.1994372,3.19153
11/7/2011,0.589264,2.156591,107.7595844,3.11536
11/4/2011,0.571344,2.203273,108.0565884,3.14592
11/3/2011,0.570199,2.225685,107.6373732,3.18659
11/2/2011,0.563446,2.17226,108.2505788,3.14036
11/1/2011,0.575352,2.167812,110.6201424,3.128
10/31/2011,0.562019,2.323148,107.8183966,3.25158
10/28/2011,0.582339,2.440968,108.2883092,3.36021
10/27/2011,0.637529,2.547779,108.0896499,3.44092
10/26/2011,0.648597,2.38539,108.1454855,3.3218
10/25/2011,0.621065,2.316652,107.843673,3.26467
10/24/2011,0.642328,2.42778,108.7749882,3.3635
10/21/2011,0.646684,2.396133,108.046333,3.33066
10/20/2011,0.630814,2.365202,108.1955872,3.32699
10/19/2011,0.635955,2.346809,108.1734336,3.30171
10/18/2011,0.640028,2.348234,107.4013721,3.29374
10/17/2011,0.649484,2.34753,107.7869284,3.29814
10/14/2011,0.648967,2.41281,106.5998454,3.36446
10/13/2011,0.656032,2.339578,105.7115453,3.30672
10/12/2011,0.650165,2.380128,105.7927201,3.33781
10/11/2011,0.685537,2.345331,105.0685872,3.3168
10/7/2011,0.677349,2.263009,104.5352186,3.28276
10/6/2011,0.642885,2.191123,104.1277857,3.18596
10/5/2011,0.633577,2.131747,103.7489729,3.11838
10/4/2011,0.638402,2.023446,103.8042743,3.04282
10/3/2011,0.595011,1.995215,104.2544957,2.96582
9/30/2011,0.572541,2.104867,103.9099534,3.03853
9/29/2011,0.556648,2.130181,103.9480171,3.08103
9/28/2011,0.552289,2.173311,104.6808986,3.16373
9/27/2011,0.532673,2.18623,105.8001613,3.19163
9/26/2011,0.51302,2.084522,103.8452543,3.07072
9/23/2011,0.515613,1.982187,102.5219268,2.9788
9/22/2011,0.515078,1.899672,104.0605513,2.85137
9/21/2011,0.49144,2.084038,104.6568225,3.01934
9/20/2011,0.462493,2.147145,106.0626121,3.25926
9/19/2011,0.472752,2.141935,105.1915999,3.23814
9/16/2011,0.497085,2.260286,105.8475316,3.34689
9/15/2011,0.508625,2.262378,104.9296339,3.34726
9/14/2011,0.536659,2.214066,104.1681923,3.3005
9/13/2011,0.534825,2.200793,103.7718331,3.30112
9/12/2011,0.533957,2.145483,102.6377132,3.2661
9/9/2011,0.514787,2.13066,103.2825588,3.21792
9/8/2011,0.497386,2.171002,103.7146946,3.28505
9/7/2011,0.519876,2.229285,104.3161263,3.31614
9/6/2011,0.515194,2.188178,104.2137771,3.26302
9/2/2011,0.508871,2.192205,104.0398942,3.26342
9/1/2011,0.487326,2.325738,104.6209742,3.36362
8/31/2011,0.488398,2.399031,104.4503524,3.42739
8/30/2011,0.494359,2.355747,104.5649713,3.3589
8/29/2011,0.506774,2.429402,104.8344819,3.44007
8/26/2011,0.492669,2.351485,104.4626873,3.35269
8/25/2011,0.507509,2.404533,104.4817046,3.3922
8/24/2011,0.517484,2.409863,103.261261,3.30817
8/23/2011,0.541177,2.289388,103.9365473,3.36494
8/22/2011,0.516856,2.241493,103.2233151,3.30379
8/19/2011,0.475086,2.202055,103.4914896,3.28379
8/18/2011,0.456078,2.197065,102.0504654,3.24924
8/17/2011,0.439187,2.275933,102.2916538,3.26933
8/16/2011,0.437288,2.343157,102.4461437,3.31182
8/15/2011,0.439881,2.423656,103.4207544,3.38162
8/12/2011,0.436512,2.399485,103.7517024,3.31671
8/11/2011,0.419067,2.478198,104.4639454,3.37634
8/10/2011,0.417501,2.339653,104.185084,3.23281
8/9/2011,0.425484,2.381466,104.2962572,3.36152
8/8/2011,0.535186,2.557195,114.7946709,3.5273
8/5/2011,0.532455,2.720037,112.2979336,3.64944
8/4/2011,0.514812,2.598524,112.0835219,3.4866
8/3/2011,0.563761,2.713757,113.1451128,3.61499
8/2/2011,0.568121,2.742813,114.0711259,3.65709
8/1/2011,0.570198,2.858896,114.152791,3.76447
7/29/2011,0.584918,2.915124,115.143453,3.80882
7/28/2011,0.628327,3.053928,115.4298747,3.93243
7/27/2011,0.641305,3.069271,116.5557612,3.97403
7/26/2011,0.613629,3.040597,116.1568118,3.9318
7/25/2011,0.626138,3.088766,116.1119909,3.96047
7/22/2011,0.612145,3.055769,115.1346356,3.92566
7/21/2011,0.647193,3.124935,116.5042985,3.95043
7/20/2011,0.640493,3.061955,117.1064795,3.91472
7/19/2011,0.650152,3.026893,118.6277292,3.9029
7/18/2011,0.640174,3.021461,119.514864,3.91431
7/15/2011,0.643088,3.03952,117.9610208,3.88293
7/14/2011,0.621216,3.073129,117.7323462,3.89854
7/13/2011,0.630596,3.036204,117.2960783,3.86432
7/12/2011,0.646747,3.061765,117.3168662,3.89941
7/11/2011,0.637052,3.074014,116.8526268,3.91248
7/8/2011,0.624722,3.149817,116.0909339,3.95604
7/7/2011,0.704899,3.277378,116.9290875,4.0553
7/6/2011,0.667782,3.226949,116.0768393,4.00075
7/5/2011,0.677009,3.253194,115.1436925,4.01093
7/1/2011,0.71301,3.308073,115.3910183,4.04949
6/30/2011,0.681668,3.25702,115.3408955,4.02102
6/29/2011,0.698405,3.218421,114.7180755,3.99007
6/28/2011,0.713797,3.160184,115.1307267,3.96459
6/27/2011,0.657,3.057016,113.7082412,3.88515
6/24/2011,0.62701,3.00451,113.2921088,3.84131
6/23/2011,0.611906,3.031684,113.6298504,3.84233
6/22/2011,0.624568,3.109592,113.1301566,3.91031
6/21/2011,0.634928,3.123443,113.1298659,3.93335
6/20/2011,0.638784,3.102179,113.2406388,3.92605
6/17/2011,0.635181,3.082266,112.9176981,3.90547
6/16/2011,0.646766,3.056703,112.8871603,3.88416
6/15/2011,0.621025,3.098695,112.2420037,3.9059
6/14/2011,0.634645,3.200524,112.6232412,3.97534
6/13/2011,0.592594,3.097003,111.2330328,3.90679
6/10/2011,0.586315,3.071941,110.8449292,3.89696
6/9/2011,0.601737,3.09703,110.8222669,3.89605
6/8/2011,0.577392,3.074451,110.7236045,3.85668
6/7/2011,0.605652,3.132845,111.5362659,3.89581
6/6/2011,0.613927,3.124457,112.0485973,3.90071
6/3/2011,0.620671,3.111469,111.2071495,3.89328
6/2/2011,0.643467,3.138877,111.1802188,3.91387
6/1/2011,0.625469,3.077023,109.9980837,3.86349
5/31/2011,0.648869,3.14632,111.1919586,3.93235
5/27/2011,0.657369,3.156308,111.627448,3.93401
5/26/2011,0.667246,3.140613,111.7970072,3.91109
5/25/2011,0.705512,3.214789,112.8049783,3.98264
5/24/2011,0.711771,3.211071,113.3824782,3.98401
5/23/2011,0.71549,3.223345,113.6376837,3.99615
5/20/2011,0.701632,3.236471,113.8510186,3.99284
5/19/2011,0.709598,3.253823,114.1400077,4.00566
5/18/2011,0.740932,3.249682,113.8262094,3.99817
5/17/2011,0.703898,3.18769,112.8486507,3.9562
5/16/2011,0.703453,3.22191,112.982289,3.97145
5/13/2011,0.724225,3.254774,113.1550007,3.98862
5/12/2011,0.727056,3.293599,113.4112644,4.00521
5/11/2011,0.720468,3.244601,113.1624489,3.98265
5/10/2011,0.746132,3.278827,113.1160822,4.01017
5/9/2011,0.714169,3.22317,112.7287347,3.96718
5/6/2011,0.730048,3.240895,112.0644031,3.98104
5/5/2011,0.745587,3.246809,112.7255368,3.98974
5/4/2011,0.753203,3.295736,112.6362451,4.04029
5/3/2011,0.766123,3.330699,113.1132453,4.07117
5/2/2011,0.765151,3.354474,112.8541622,4.10174
4/29/2011,0.765565,3.360943,112.4038935,4.09114
4/28/2011,0.762593,3.372653,112.1026464,4.10853
4/27/2011,0.798368,3.431072,113.2624038,4.17378
4/26/2011,0.787272,3.389365,113.7690055,4.14881
4/25/2011,0.807929,3.437092,112.8780036,4.17981
4/21/2011,0.819789,3.46879,113.1643616,4.21188
4/20/2011,0.82134,3.470797,114.1340777,4.21023
4/19/2011,0.80702,3.42508,114.5066731,4.18056
4/18/2011,0.810722,3.432549,114.4904101,4.1921
4/15/2011,0.848586,3.489332,114.1513146,4.22535
4/14/2011,0.916455,3.572015,114.8302537,4.29351
4/13/2011,0.887709,3.543469,115.1930659,4.28687
4/12/2011,0.915263,3.585792,115.5908282,4.30612
4/11/2011,0.983029,3.661212,116.0403444,4.35733
4/8/2011,0.970156,3.660011,116.0070012,4.36221
4/7/2011,0.959336,3.645416,115.5641519,4.35342
4/6/2011,1.000764,3.64427,115.3493129,4.35818
4/5/2011,0.986613,3.58918,114.9410049,4.32683
4/4/2011,0.937503,3.52723,114.1660228,4.27071
4/1/2011,0.972323,3.543118,114.4504401,4.27252
3/31/2011,0.945027,3.549433,116.1415884,4.26321
3/30/2011,0.966762,3.55194,115.5788341,4.26883
3/29/2011,0.994346,3.595826,115.6721144,4.30316
3/28/2011,0.965227,3.554419,115.6601614,4.2631
3/25/2011,0.926848,3.547885,115.4148235,4.26079
3/24/2011,0.872117,3.50948,114.2658664,4.22854
3/23/2011,0.84759,3.456802,114.7634409,4.20927
3/22/2011,0.839858,3.440133,114.7602238,4.18936
3/21/2011,0.824329,3.424948,115.516385,4.16338
3/18/2011,0.779268,3.368897,115.9834409,4.11118
3/17/2011,0.779595,3.35342,116.7311586,4.10724
3/16/2011,0.753991,3.318724,117.6074214,4.08162
3/15/2011,0.793177,3.434221,116.257599,4.17297
3/14/2011,0.781405,3.460794,114.7914438,4.17953
3/11/2011,0.814234,3.502735,114.4471606,4.21399
3/10/2011,0.837294,3.497028,114.6940149,4.19841
3/9/2011,0.871618,3.567356,114.6955124,4.24844
3/8/2011,0.905195,3.641884,115.6217999,4.31211
3/7/2011,0.885922,3.603438,114.3288363,4.27573
3/4/2011,0.876435,3.605635,114.2018869,4.26582
3/3/2011,0.968478,3.698052,115.4648423,4.3559
3/2/2011,0.875589,3.585223,114.6199073,4.27915
3/1/2011,0.850567,3.526647,114.4269311,4.23669
2/28/2011,0.872088,3.525404,114.6059375,4.23083
2/25/2011,0.893207,3.538676,114.8960866,4.24967
2/24/2011,0.901235,3.55047,116.997132,4.26362
2/23/2011,0.916972,3.596072,117.0049251,4.30686
2/22/2011,0.919123,3.576345,116.2785361,4.29998
2/18/2011,0.948548,3.681284,115.9715381,4.36639
2/17/2011,0.965354,3.666269,115.172621,4.35044
2/16/2011,1.03389,3.720083,115.2008523,4.39896
2/15/2011,1.025542,3.712647,114.0210796,4.38511
2/14/2011,1.036012,3.720758,114.5028729,4.39315
2/11/2011,1.031763,3.756193,115.3157228,4.43431
2/10/2011,1.026038,3.814911,117.73078,4.50125
2/9/2011,0.976078,3.754499,118.4811595,4.45294
2/8/2011,1.027612,3.824583,120.3653844,4.48713
2/7/2011,0.957951,3.752548,120.3401394,4.41202
2/4/2011,0.947393,3.745478,120.5119744,4.39469
2/3/2011,0.898834,3.649381,119.4231672,4.32675
2/2/2011,0.87194,3.594503,119.4375279,4.2837
2/1/2011,0.828164,3.539942,119.1025458,4.23302
1/31/2011,0.78964,3.475756,118.2740802,4.17347
1/28/2011,0.764776,3.41768,117.1531246,4.14864
1/27/2011,0.782965,3.464136,116.3722973,4.17877
1/26/2011,0.82051,3.509844,117.3940912,4.23018
1/25/2011,0.801424,3.402729,116.4103333,4.1485
1/24/2011,0.837984,3.482263,116.9586535,4.19564
1/21/2011,0.838793,3.477729,117.3371834,4.18211
1/20/2011,0.851417,3.519945,117.1930975,4.21623
1/19/2011,0.788374,3.401129,117.626493,4.11512
1/18/2011,0.807318,3.428792,117.6744072,4.14124
1/14/2011,0.803143,3.394292,117.0352735,4.08585
1/13/2011,0.794751,3.358764,115.9795286,4.07277
1/12/2011,0.819947,3.419325,114.8098499,4.12755
1/11/2011,0.831902,3.408071,115.1603991,4.13046
1/10/2011,0.825561,3.376457,114.7113533,4.0763
1/7/2011,0.846926,3.399398,114.9463287,4.10211
1/6/2011,0.921988,3.487448,117.3983682,4.20008
1/5/2011,0.930307,3.562003,117.6546017,4.24694
1/4/2011,0.821771,3.405335,115.2677279,4.1123
1/3/2011,0.790783,3.410952,117.7443213,4.11937
12/31/2010,0.783841,3.368369,119.3798066,4.10577
12/30/2010,0.829305,3.441063,119.3651724,4.18878
12/29/2010,0.824471,3.41076,118.8415859,4.1712
12/28/2010,0.930888,3.548147,119.5407085,4.32678
12/27/2010,0.892002,3.418173,118.1548389,4.21284
12/23/2010,0.890954,3.469749,118.0638092,4.22651
12/22/2010,0.849474,3.429501,116.2741825,4.1785
12/21/2010,0.813305,3.403772,116.3363757,4.17478
12/20/2010,0.81912,3.429113,117.747551,4.21062
12/17/2010,0.82287,3.412685,118.9294046,4.16702
12/16/2010,0.884758,3.603144,121.5614023,4.35639
12/15/2010,0.914848,3.638898,123.462343,4.38412
12/14/2010,0.85565,3.558594,120.2842615,4.28748
12/13/2010,0.809419,3.380049,118.0698803,4.10897
12/10/2010,0.844568,3.397449,118.8674871,4.12836
12/9/2010,0.808176,3.307581,117.036117,4.05607
12/8/2010,0.82135,3.36607,117.6008943,4.10539
12/7/2010,0.751676,3.311679,117.4610393,4.05507
12/6/2010,0.644332,3.09132,112.9415994,3.85103
12/3/2010,0.701975,3.16759,112.2209816,3.94457
12/2/2010,0.785261,3.16512,112.7994089,3.9594
12/1/2010,0.783377,3.116856,112.515937,3.93437
11/30/2010,0.743401,2.952998,110.1039991,3.77972
11/29/2010,0.760983,2.969164,108.8260493,3.77045
11/26/2010,0.768895,3.010242,108.6895751,3.82273
11/24/2010,0.739922,3.048265,108.5251241,3.85371
11/23/2010,0.622908,2.895243,106.3331281,3.70185
11/22/2010,0.645546,2.957637,106.2095239,3.72761
11/19/2010,0.675432,3.026602,107.3086704,3.7657
11/18/2010,0.673508,3.040975,107.7208702,3.75041
11/17/2010,0.665174,3.023657,105.3340929,3.71929
11/16/2010,0.699981,2.997279,105.5715491,3.72168
11/15/2010,0.719124,3.041166,105.878353,3.73584
11/12/2010,0.71121,2.893153,102.6634758,3.60847
11/10/2010,0.646011,2.808688,101.2262622,3.48752
11/9/2010,0.642099,2.825728,100.9289896,3.50051
11/8/2010,0.581188,2.696794,99.16242416,3.40193
11/5/2010,0.524904,2.660181,98.88840163,3.36448
11/4/2010,0.469079,2.620543,97.97998687,3.29328
11/3/2010,0.48752,2.718467,98.73961711,3.37888
11/2/2010,0.504723,2.693846,100.2878856,3.39423
11/1/2010,0.497641,2.710821,99.9673344,3.44378
10/29/2010,0.497908,2.689615,98.83832065,3.39784
10/28/2010,0.510418,2.735166,99.02161916,3.43496
10/27/2010,0.56858,2.794922,98.64617413,3.49728
10/26/2010,0.551357,2.7177,98.02689882,3.44702
10/25/2010,0.516493,2.625767,96.96310356,3.37385
10/22/2010,0.523793,2.626063,97.71988175,3.31808
10/21/2010,0.516844,2.586972,95.80629476,3.29243
10/20/2010,0.5063,2.519535,94.14212077,3.25515
10/19/2010,0.533364,2.531284,94.39952678,3.26986
10/18/2010,0.543738,2.556702,94.98976493,3.29994
10/15/2010,0.538198,2.638139,95.76914169,3.37537
10/14/2010,0.539814,2.577789,96.3313155,3.28492
10/13/2010,0.510367,2.5046,94.91315533,3.26187
10/12/2010,0.521893,2.504975,96.79479641,3.28568
10/8/2010,0.506807,2.48092,97.72060663,3.23046
10/7/2010,0.529527,2.487606,100.6401933,3.22365
10/6/2010,0.553355,2.50085,101.3846645,3.26279
10/5/2010,0.575105,2.567927,104.3265639,3.33659
10/4/2010,0.589077,2.548874,104.9680942,3.33557
10/1/2010,0.609589,2.589743,104.6629081,3.38871
9/30/2010,0.592928,2.564691,106.128553,3.38375
9/29/2010,0.592409,2.539142,107.6034369,3.37806
9/28/2010,0.587362,2.479072,106.1935524,3.31266
9/27/2010,0.605879,2.547149,106.0722801,3.35455
9/24/2010,0.620954,2.640411,105.0962956,3.44779
9/23/2010,0.603872,2.589541,104.1993948,3.38126
9/22/2010,0.608379,2.584072,102.9106414,3.34862
9/21/2010,0.600819,2.610366,103.7265697,3.38169
9/20/2010,0.665908,2.718343,104.8063599,3.50729
9/17/2010,0.675004,2.7569,103.5792995,3.58122
9/16/2010,0.668195,2.763621,103.8931857,3.54526
9/15/2010,0.670649,2.708106,102.5099268,3.49999
9/14/2010,0.669659,2.639499,101.1320889,3.42404
9/13/2010,0.716033,2.725584,101.426217,3.48266
9/10/2010,0.764773,2.774929,101.9632592,3.58242
9/9/2010,0.752864,2.734793,100.5364244,3.27423
9/8/2010,0.705986,2.616865,98.98812494,2.46319
9/7/2010,0.670926,2.561969,97.58481117,2.8469
9/3/2010,0.687052,2.679912,96.30162448,3.48233
9/2/2010,0.68387,2.620075,98.04920973,3.37636
9/1/2010,0.672921,2.580178,99.06075438,3.30826
8/31/2010,0.653203,2.480478,96.65630479,3.19108
8/30/2010,0.655248,2.553465,96.77449134,3.33669
8/27/2010,0.710609,2.6768,94.79049281,3.47055
8/26/2010,0.672562,2.503924,95.98060174,3.30296
8/25/2010,0.695503,2.550477,94.56410989,3.36868
8/24/2010,0.645077,2.515956,94.42297743,3.3561
8/23/2010,0.646661,2.614789,95.12774006,3.42399
8/20/2010,0.662843,2.627296,94.85559503,3.42281
8/19/2010,0.657828,2.587121,94.84612102,3.30888
8/18/2010,0.672368,2.652158,94.79330946,3.44987
8/17/2010,0.684539,2.635018,96.28449554,3.40141
8/16/2010,0.687013,2.569006,98.6240108,3.30867
8/13/2010,0.718152,2.660842,96.55372263,3.37661
8/12/2010,0.716783,2.726412,94.40567163,3.44748
8/11/2010,0.667764,2.685166,93.54867834,3.34099
8/10/2010,0.700662,2.765711,95.81412425,3.44746
8/9/2010,0.732825,2.805922,98.38759052,3.48853
8/6/2010,0.697505,2.835509,98.65217264,3.48719
8/5/2010,0.704611,2.894899,100.5078462,3.55337
8/4/2010,0.731231,2.914631,101.9237131,3.5817
8/3/2010,0.691826,2.871254,102.3522289,3.52286
8/2/2010,0.724561,2.924154,102.3511603,3.5727
7/30/2010,0.719331,2.886252,101.6510458,3.48603
7/29/2010,0.761203,2.961209,101.8728368,3.55631
7/28/2010,0.779257,2.97547,101.3579714,3.57124
7/27/2010,0.838888,3.034353,102.9580305,3.62
7/26/2010,0.815668,3.002091,101.9437874,3.6203
7/23/2010,0.814347,3.003719,102.9043271,3.61862
7/22/2010,0.772137,2.929047,104.6233017,3.57445
7/21/2010,0.787463,2.895131,105.1195148,3.56787
7/20/2010,0.795124,2.954662,104.6399453,3.63593
7/19/2010,0.827661,2.988737,105.1121232,3.65741
7/16/2010,0.8314,2.958258,105.0246634,3.59773
7/15/2010,0.864079,2.989854,106.3286874,3.61225
7/14/2010,0.892343,3.084157,106.5751737,3.70043
7/13/2010,0.940261,3.146556,106.9708489,3.75306
7/12/2010,0.940658,3.103117,106.5840924,3.71395
7/9/2010,0.932527,3.1049,107.2634567,3.71575
7/8/2010,0.918608,3.05694,107.8295368,3.71168
7/7/2010,0.934119,3.027127,107.0496891,3.69837
7/6/2010,0.959885,3.008056,107.8567963,3.63513
7/2/2010,0.985196,3.055427,109.0055029,3.71696
7/1/2010,0.969203,2.997332,111.0579487,3.69379
6/30/2010,0.970319,3.012594,111.4734536,3.72459
6/29/2010,0.959006,3.019297,112.0826893,3.72533
6/28/2010,0.975759,3.08807,112.2733447,3.76157
6/25/2010,1.016733,3.17713,114.5041236,3.86458
6/24/2010,1.048491,3.184713,115.9609884,3.90814
6/23/2010,1.013271,3.167403,115.7722724,3.83092
6/22/2010,1.020484,3.209092,117.5314386,3.87492
6/21/2010,1.03013,3.263059,117.3806084,3.95504
6/18/2010,1.045109,3.26975,117.9889785,3.97044
6/17/2010,1.054834,3.243831,117.9512753,3.96819
6/16/2010,1.089256,3.344517,118.0764509,4.05488
6/15/2010,1.112182,3.377315,118.6966003,4.07554
6/14/2010,1.115738,3.354929,119.2045786,4.03885
6/11/2010,1.103093,3.310732,119.9897113,4.02205
6/10/2010,1.144521,3.402034,120.3836805,4.10653
6/9/2010,1.115767,3.282582,121.0609212,3.99425
6/8/2010,1.159257,3.274465,123.0273249,3.99958
6/7/2010,1.1813,3.285887,121.7046219,4.03222
6/4/2010,1.18654,3.298269,121.3974471,4.0385
6/3/2010,1.247126,3.466412,120.009273,4.18758
6/2/2010,1.243628,3.421898,120.5418929,4.17668
6/1/2010,1.231966,3.385805,121.5143531,4.15107
5/28/2010,1.222404,3.375825,121.1490443,4.15474
5/27/2010,1.272751,3.420704,121.2644077,4.18162
5/26/2010,1.288245,3.300297,121.8087888,4.08488
5/25/2010,1.269022,3.246332,123.4899724,4.05822
5/24/2010,1.229387,3.283443,122.8842415,4.11355
5/21/2010,1.148302,3.232387,125.2707629,4.04344
5/20/2010,1.112998,3.309386,127.8574243,4.0603
5/19/2010,1.123837,3.411855,126.3066249,4.12777
5/18/2010,1.117325,3.433988,125.3968611,4.1366
5/17/2010,1.127271,3.502788,124.7955645,4.19016
5/14/2010,1.123625,3.482895,124.943431,4.19185
5/13/2010,1.137282,3.594946,121.4514661,4.28249
5/12/2010,1.124986,3.600988,122.8152032,4.29267
5/11/2010,1.137726,3.580522,123.9107517,4.28638
5/10/2010,1.127125,3.5774,126.5480457,4.31165
5/7/2010,1.164109,3.472227,128.3961083,4.25838
5/6/2010,1.16585,3.449695,135.1389311,4.22256
5/5/2010,1.179642,3.557652,130.7810918,4.33516
5/4/2010,1.23605,3.624644,127.7914547,4.38044
5/3/2010,1.243716,3.710879,122.2777261,4.43302
4/30/2010,1.179585,3.651217,121.6806127,4.3907
4/29/2010,1.169733,3.702332,117.6487571,4.42317
4/28/2010,1.208641,3.765886,119.3301889,4.46529
4/27/2010,1.193568,3.700525,120.3828053,4.40982
4/26/2010,1.252943,3.819303,116.8719354,4.48697
4/23/2010,1.243602,3.808318,116.5895644,4.49658
4/22/2010,1.191256,3.762721,115.256492,4.47368
4/21/2010,1.153095,3.719309,114.3824579,4.4287
4/20/2010,1.153572,3.782775,113.0490642,4.47168
4/19/2010,1.124242,3.786838,111.9392655,4.46477
4/16/2010,1.090067,3.731669,111.6093563,4.42115
4/15/2010,1.159513,3.805431,112.74172,4.47895
4/14/2010,1.180143,3.81153,113.649668,4.48641
4/13/2010,1.170631,3.754806,114.7388435,4.43649
4/12/2010,1.174661,3.804109,114.7436622,4.46068
4/9/2010,1.194655,3.864088,114.6069119,4.5415
4/8/2010,1.186798,3.863765,115.0514903,4.55471
4/7/2010,1.187832,3.841206,113.073562,4.53391
4/6/2010,1.265912,3.952677,112.4768367,4.63966
4/5/2010,1.319465,4.021955,113.8392351,4.67493
4/1/2010,1.182143,3.851203,113.951902,4.55501
3/31/2010,1.163219,3.799814,112.5440615,4.50331
3/30/2010,1.200829,3.818929,112.9792635,4.48989
3/29/2010,1.193703,3.813449,114.6336496,4.45928
3/26/2010,1.183165,3.783357,114.3774613,4.45679
3/25/2010,1.205953,3.818895,116.3174632,4.51081
3/24/2010,1.193297,3.74219,117.6712097,4.44807
3/23/2010,1.13364,3.649879,115.9923768,4.32888
3/22/2010,1.153002,3.688382,114.4566858,4.32647
3/19/2010,1.176926,3.724741,114.6993646,4.35592
3/18/2010,1.122472,3.702176,113.8414914,4.33242
3/17/2010,1.087844,3.672693,113.0000545,4.29599
3/16/2010,1.086793,3.691372,113.9404453,4.31666
3/15/2010,1.130264,3.73799,115.3821834,4.33894
3/12/2010,1.156608,3.748816,115.8052507,4.34343
3/11/2010,1.14011,3.747887,116.600049,4.32585
3/10/2010,1.111892,3.743187,116.294662,4.31726
3/9/2010,1.090415,3.738529,116.7200299,4.30864
3/8/2010,1.111368,3.749784,118.093595,4.3426
3/5/2010,1.102122,3.716537,118.5566315,4.32644
3/4/2010,1.067009,3.631388,118.6400302,4.28354
3/3/2010,1.030401,3.662242,120.5919036,4.30757
3/2/2010,1.023099,3.672192,120.40466,4.33437
3/1/2010,1.04076,3.677163,120.7595503,4.32837
2/26/2010,1.038293,3.664264,120.6782082,4.29075
2/25/2010,1.049286,3.714575,120.2993655,4.35418
2/24/2010,1.091282,3.777873,120.2782477,4.39585
2/23/2010,1.112139,3.78339,120.0210627,4.39144
2/22/2010,1.165086,3.891744,120.1859203,4.46245
2/19/2010,1.200136,3.883704,122.1281058,4.48631
2/18/2010,1.146679,3.887266,123.0321944,4.46816
2/17/2010,1.124663,3.837221,123.1431197,4.3914
2/16/2010,1.087202,3.759642,123.4043638,4.32327
2/12/2010,1.111656,3.782335,124.4255001,4.34606
2/11/2010,1.154758,3.823062,126.5446837,4.39879
2/10/2010,1.163877,3.789163,128.3955805,4.40636
2/9/2010,1.11201,3.732538,127.8191744,4.36532
2/8/2010,1.085982,3.688159,125.8949536,4.33204
2/5/2010,1.046009,3.643078,125.714753,4.2766
2/4/2010,1.101324,3.711799,126.3986621,4.32385
2/3/2010,1.15352,3.810696,127.2995847,4.39478
2/2/2010,1.128303,3.756553,126.3412558,4.36193
2/1/2010,1.135169,3.774011,127.8023489,4.38304
1/29/2010,1.107502,3.727263,129.5395694,4.36203
1/28/2010,1.134286,3.77201,131.1429368,4.40354
1/27/2010,1.157775,3.765497,130.9901829,4.38713
1/26/2010,1.105181,3.74372,131.8978748,4.37082
1/25/2010,1.106699,3.742572,133.8588451,4.38081
1/22/2010,1.100132,3.713958,133.6753877,4.34531
1/21/2010,1.118965,3.711175,133.2795104,4.33517
1/20/2010,1.147628,3.757722,133.9183502,4.36779
1/19/2010,1.155485,3.808284,134.9151099,4.40197
1/15/2010,1.126805,3.772931,133.9910631,4.36967
1/14/2010,1.16393,3.824395,133.8477441,4.42659
1/13/2010,1.208416,3.883566,133.16012,4.45415
1/12/2010,1.167005,3.814307,130.8272051,4.40876
1/11/2010,1.198059,3.91324,131.4612883,4.48888
1/8/2010,1.22073,3.90544,132.7260121,4.49953
1/7/2010,1.279658,3.928588,134.6560006,4.50504
1/6/2010,1.260403,3.902569,135.1834373,4.47574
1/5/2010,1.282968,3.847633,134.4272295,4.43666
1/4/2010,1.35003,3.950697,136.3139396,4.53253
12/31/2009,1.409785,3.963964,136.2144418,4.55925
12/30/2009,1.360609,3.914475,135.0668526,4.52277
12/29/2009,1.385607,3.964316,137.8530764,4.55623
12/28/2009,1.380711,3.999354,139.7416115,4.59678
12/24/2009,1.318976,3.940559,139.4244871,4.54667
12/23/2009,1.266601,3.897799,139.0560856,4.49594
